Measurement Name :;Meas-826;;Generated On :;18/10/2021, 15:01:10;;;Calibration details for Oxygen;;;Report :;"@m02:IDENTIFICATION
Serial number     : SEBX0008000826      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 047
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

";;Other Report :;"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
";;;;;;;;;;;;;;;;;
03.10.21 22:08:35;6144.48;95.71;94.06;97.97;95.86;99.64;101.32;102.08;99.79;85.05;85.63;86.07;85.34;100.86;107.18;110.3;105.93;91.52;93.46;89.45;91.52;93.91;95.86;90.78;90.19;;19.7;1020;0;19.69;
03.10.21 22:38:42;6174.6;95.71;94.06;97.97;95.86;99.64;101.32;102.08;99.79;85.05;85.63;85.93;85.49;100.7;107.18;110.3;105.93;91.37;93.31;89.3;91.67;93.76;95.86;90.78;90.19;;19.7;1020;0;19.68;
03.10.21 23:08:47;6204.68;95.71;94.06;97.82;95.86;99.64;101.16;102.23;99.94;84.9;85.63;86.22;85.49;100.86;107.33;110.3;105.93;91.52;93.46;89.45;91.67;93.91;95.86;90.78;90.19;;19.7;1020;0;19.71;
03.10.21 23:38:52;6234.77;95.55;93.91;97.67;95.71;99.64;101.16;101.93;99.64;84.9;85.34;85.93;85.34;100.7;106.87;110.15;105.78;91.22;93.16;89.3;91.37;93.76;95.71;90.63;90.04;;19.7;1020;0;19.66;
04.10.21 00:08:58;6264.87;95.55;93.91;97.82;95.71;99.64;100.86;101.93;99.94;85.05;85.49;86.07;85.34;100.7;107.18;110.15;105.93;91.37;93.16;89.45;91.52;93.76;95.86;90.63;90.04;;19.7;1020;0;19.69;
04.10.21 00:39:03;6294.95;95.71;94.06;97.97;96.01;99.64;101.16;102.08;99.94;84.9;85.63;86.07;85.49;100.7;107.18;110.15;105.93;91.37;93.31;89.45;91.67;93.91;96.01;90.78;90.19;;19.7;1020;0;19.71;
04.10.21 01:09:09;6325.05;95.71;93.91;97.67;95.71;99.49;101.16;101.93;99.79;84.9;85.49;85.93;85.49;100.55;107.02;109.99;105.78;91.52;93.31;89.3;91.52;93.61;95.71;90.63;90.19;;19.7;1020;0;19.68;
04.10.21 01:39:14;6355.13;95.71;94.06;97.82;95.86;99.64;101.16;102.08;99.79;84.9;85.63;86.22;85.34;100.7;107.02;110.15;105.93;91.52;93.46;89.45;91.52;93.91;96.01;90.78;90.19;;19.7;1020;0;19.71;
04.10.21 02:09:19;6385.22;95.71;93.91;97.82;95.86;99.64;101.01;102.08;99.79;84.9;85.49;85.93;85.49;100.55;107.18;110.15;105.93;91.52;93.31;89.45;91.52;93.76;95.86;90.63;90.19;;19.7;1020;0;19.69;
04.10.21 02:39:25;6415.32;95.55;93.91;97.82;95.55;99.33;100.86;102.08;99.64;84.61;85.49;85.93;85.2;100.55;106.87;109.99;105.62;91.37;93.16;89.3;91.37;93.46;95.55;90.48;90.04;;19.7;1020;0;19.66;
04.10.21 03:09:30;6445.4;95.55;94.06;97.97;96.01;99.64;101.16;102.08;99.79;84.76;85.49;86.07;85.2;100.55;107.02;110.15;105.78;91.37;93.16;89.3;91.67;93.76;96.01;90.63;90.19;;19.7;1020;0;19.71;
04.10.21 03:39:35;6475.48;95.71;94.06;97.97;96.01;99.64;101.16;102.23;99.94;84.9;85.63;86.07;85.49;100.7;107.18;109.99;105.78;91.37;93.31;89.45;91.67;93.91;96.01;90.93;90.19;;19.7;1020;0;19.71;
04.10.21 04:09:40;6505.57;95.71;93.91;98.12;95.86;99.64;101.16;102.08;99.79;84.9;85.49;85.93;85.34;100.55;107.02;110.15;105.93;91.22;93.16;89.45;91.52;93.76;95.86;90.63;90.19;;19.7;1020;0;19.68;
04.10.21 04:39:45;6535.65;95.71;94.06;97.82;96.01;99.49;101.01;102.08;99.64;84.76;85.49;85.93;85.2;100.4;107.02;110.15;105.78;91.52;93.16;89.3;91.52;93.61;95.86;90.63;90.04;;19.7;1020;0;19.69;
04.10.21 05:09:50;6565.73;95.71;94.06;97.97;95.86;99.49;101.01;101.93;99.79;84.76;85.49;85.93;85.2;100.55;106.71;109.99;105.78;91.37;93.16;89.3;91.52;93.61;95.86;90.63;90.19;;19.7;1020;0;19.7;
04.10.21 05:39:56;6595.83;95.55;94.06;97.82;95.86;99.49;101.01;101.93;99.79;84.76;85.49;85.78;85.05;100.4;107.02;109.99;105.62;91.37;93.16;89.15;91.37;93.76;95.86;90.63;90.19;;19.7;1020;0;19.68;
04.10.21 06:10:01;6625.92;95.71;94.06;97.97;95.86;99.64;101.01;101.93;99.64;84.76;85.49;85.93;85.2;100.55;106.87;109.99;105.78;91.37;93.31;89.3;91.52;93.76;96.01;90.63;90.19;;19.7;1020;0;19.71;
04.10.21 06:40:06;6656;95.55;93.91;97.82;95.71;99.49;100.86;101.93;99.64;84.61;85.34;85.93;85.05;100.55;106.56;109.83;105.62;91.22;93.16;89.15;91.52;93.61;95.86;90.48;90.04;;19.7;1020;0;19.68;
04.10.21 07:10:12;6686.1;95.71;94.2;97.82;95.86;99.49;101.01;102.08;99.64;84.76;85.49;85.93;85.2;100.55;106.87;109.99;105.78;91.37;93.31;89.3;91.67;93.76;95.86;90.63;90.04;;19.7;1020;0;19.69;
04.10.21 07:40:18;6716.2;95.55;94.06;97.97;96.01;99.49;101.01;101.93;99.64;84.76;85.34;85.93;85.2;100.4;106.71;109.99;105.62;91.37;93.01;89.15;91.37;93.61;95.86;90.63;90.19;;19.7;1020;0;19.73;
04.10.21 08:10:23;6746.28;95.71;94.2;98.12;96.01;99.64;101.01;102.08;99.79;84.76;85.49;86.07;85.34;100.55;107.18;109.99;105.78;91.37;93.31;89.3;91.52;93.76;96.01;90.78;90.34;;19.7;1020;0;19.7;
04.10.21 08:40:28;6776.37;95.71;94.06;97.97;96.01;99.49;100.86;102.08;99.64;84.76;85.49;85.93;85.2;100.7;106.87;109.99;105.78;91.37;93.31;89.3;91.37;93.76;96.01;90.63;90.19;;19.7;1020;0;19.69;
04.10.21 09:10:33;6806.45;95.71;94.06;98.12;96.01;99.64;101.01;102.08;99.79;84.9;85.63;86.07;85.2;100.55;106.87;110.15;105.93;91.52;93.31;89.3;91.52;93.91;96.16;90.78;90.34;;19.7;1020;0;19.73;
04.10.21 09:40:38;6836.53;95.71;94.06;98.12;95.86;99.64;101.01;101.93;99.79;84.9;85.49;85.93;85.05;100.55;107.02;110.15;105.47;91.37;93.16;89.3;91.37;93.76;96.01;90.63;90.19;;19.7;1020;0;19.73;
04.10.21 10:10:44;6866.63;95.71;94.06;98.12;96.01;99.49;100.86;102.08;99.79;84.9;85.49;85.93;85.2;100.4;106.71;109.83;105.47;91.37;93.01;89.15;91.52;93.76;96.01;90.63;90.04;;19.7;1020;0;19.68;
04.10.21 10:40:49;6896.72;95.4;93.91;97.67;95.86;99.18;100.86;101.77;99.49;84.47;85.2;85.93;85.05;100.25;106.71;109.68;105.32;91.08;93.16;89.01;91.22;93.46;96.01;90.34;90.04;;19.7;1020;0;19.71;
04.10.21 11:10:54;6926.8;95.55;94.06;97.97;95.86;99.33;100.86;101.77;99.64;84.61;85.34;85.93;85.05;100.4;106.87;109.99;105.62;91.22;93.16;89.01;91.52;93.61;96.01;90.48;90.19;;19.7;1020;0;19.69;
04.10.21 11:41:00;6956.9;95.55;94.06;97.97;95.86;99.18;100.86;101.93;99.49;84.61;85.2;85.78;85.05;100.4;106.71;109.83;105.47;91.22;93.16;89.01;91.22;93.61;95.86;90.48;90.04;;19.7;1020;0;19.66;
04.10.21 12:11:05;6986.98;95.55;94.06;97.82;95.86;99.33;100.86;101.77;99.49;84.61;85.34;85.78;84.9;100.25;106.71;109.68;105.47;91.22;93.16;89.01;91.37;93.61;96.01;90.63;90.04;;19.7;1020;0;19.7;
04.10.21 12:41:10;7017.07;95.86;94.06;97.97;96.01;99.33;100.86;101.77;99.64;84.76;85.34;85.93;85.2;100.4;106.71;109.83;105.62;91.37;93.16;89.15;91.37;93.61;96.01;90.48;90.04;;19.7;1020;0;19.68;
04.10.21 13:11:16;7047.17;95.71;94.2;97.97;96.01;99.49;100.86;101.93;99.64;84.76;85.49;85.93;85.05;100.4;106.87;109.83;105.62;91.37;93.16;89.15;91.37;93.91;96.01;90.78;90.04;;19.7;1020;0;19.69;
04.10.21 13:41:20;7077.23;95.71;94.35;98.12;96.16;99.49;100.86;101.93;99.79;84.9;85.49;85.93;85.2;100.4;106.87;109.68;105.62;91.37;93.16;89.45;91.52;93.91;96.16;90.63;90.19;;19.7;1020;0;19.73;
04.10.21 14:11:26;7107.33;95.55;94.06;97.97;95.86;99.33;100.86;101.93;99.49;84.61;85.34;85.63;85.05;100.25;106.71;109.83;105.47;91.22;93.01;89.01;91.37;93.61;96.01;90.48;90.04;;19.7;1020;0;19.69;
04.10.21 14:41:31;7137.42;95.71;94.06;97.97;95.86;99.33;100.86;101.93;99.64;84.61;85.34;85.78;85.05;100.25;106.71;109.68;105.47;91.37;92.86;89.15;91.37;93.46;96.01;90.63;90.04;;19.7;1020;0;19.68;
04.10.21 15:11:38;7167.53;95.55;94.06;98.12;96.01;99.33;100.86;101.93;99.49;84.76;85.34;85.93;84.9;100.4;106.71;109.68;105.47;91.22;93.16;88.86;91.37;93.76;96.16;90.48;90.19;;19.7;1020;0;19.75;
04.10.21 15:41:43;7197.62;95.71;94.2;97.97;96.01;99.18;100.7;101.93;99.64;84.76;85.34;85.93;85.05;100.25;106.71;109.83;105.32;91.37;93.01;89.01;91.37;93.76;96.16;90.63;90.04;;19.7;1020;0;19.68;
04.10.21 16:11:47;7227.68;95.71;94.06;98.12;95.86;99.18;100.7;101.93;99.64;84.76;85.34;85.78;84.9;100.4;106.87;109.99;105.47;91.22;93.16;89.15;91.52;93.91;96.16;90.63;90.04;;19.7;1020;0;19.7;
04.10.21 16:41:52;7257.77;95.71;94.06;97.97;95.71;99.49;100.86;101.93;99.64;84.61;85.2;85.78;84.9;100.25;106.56;109.68;105.47;91.22;93.01;89.01;91.37;93.61;96.01;90.63;90.04;;19.7;1020;0;19.69;
04.10.21 17:11:57;7287.85;95.71;94.06;97.97;96.01;99.18;100.86;101.77;99.49;84.76;85.2;85.93;85.05;100.4;106.71;109.83;105.47;91.37;93.31;89.01;91.37;93.61;96.16;90.63;90.19;;19.7;1020;0;19.69;
04.10.21 17:42:03;7317.95;95.71;94.06;97.97;95.86;99.33;100.86;101.77;99.49;84.47;85.2;85.63;84.9;100.4;106.56;109.68;105.32;91.22;93.16;89.01;91.37;93.61;96.01;90.63;90.19;;19.7;1020;0;19.73;
04.10.21 18:12:08;7348.03;95.71;94.06;97.97;95.86;99.03;100.55;101.77;99.33;84.61;85.2;85.63;84.76;100.09;106.56;109.52;105.16;91.22;93.01;88.71;91.22;93.61;96.01;90.48;89.89;;19.7;1020;0;19.66;
04.10.21 18:42:14;7378.13;95.55;94.06;97.82;95.86;99.18;100.7;101.77;99.49;84.47;85.2;85.78;84.76;100.09;106.56;109.52;105.47;91.08;93.01;89.01;91.22;93.46;96.16;90.34;90.04;;19.7;1020;0;19.7;
04.10.21 19:12:19;7408.22;95.55;94.06;97.82;95.86;99.18;100.86;101.62;99.33;84.47;85.2;85.63;84.9;100.25;106.56;109.68;105.32;91.22;93.01;88.86;91.37;93.76;96.16;90.48;90.04;;19.7;1020;0;19.68;
04.10.21 19:42:25;7438.32;95.55;94.06;97.97;95.86;99.18;100.55;101.77;99.33;84.61;85.05;85.78;84.76;100.25;106.56;109.52;105.16;91.08;93.01;89.01;91.22;93.46;96.16;90.48;90.04;;19.7;1020;0;19.68;
04.10.21 20:12:29;7468.38;95.86;94.2;98.12;96.01;99.18;100.86;101.77;99.64;84.76;85.2;85.78;84.9;100.4;106.71;109.68;105.47;91.37;93.16;89.15;91.37;93.91;96.31;90.63;90.19;;19.7;1020;0;19.73;
04.10.21 20:42:35;7498.48;95.71;94.2;98.12;96.16;99.33;101.01;101.93;99.49;84.76;85.2;85.78;85.05;100.4;106.56;109.68;105.32;91.22;93.01;89.15;91.37;93.76;96.31;90.63;90.19;;19.7;1020;0;19.69;
04.10.21 21:12:40;7528.57;95.71;94.06;97.82;95.86;99.18;100.7;101.62;99.49;84.47;85.2;85.63;84.76;100.09;106.56;109.68;105.32;91.22;92.86;89.01;91.22;93.46;96.16;90.48;90.04;;19.7;1020;0;19.68;
04.10.21 21:42:46;7558.67;95.55;94.06;97.97;95.86;99.18;100.86;101.77;99.18;84.61;85.2;85.78;84.9;100.09;106.4;109.68;105.32;91.08;93.01;88.86;91.08;93.61;96.16;90.63;90.04;;19.7;1020;0;19.71;
04.10.21 22:12:51;7588.75;95.71;94.2;98.12;96.16;99.33;100.7;101.93;99.49;84.47;85.2;85.63;84.9;100.09;106.56;109.52;105.32;91.22;93.16;89.01;91.37;93.61;96.31;90.63;90.19;;19.7;1020;0;19.69;
04.10.21 22:42:56;7618.83;95.71;94.06;97.82;95.86;99.03;100.7;101.62;99.49;84.61;85.2;85.78;84.76;100.09;106.4;109.52;105.16;91.08;93.01;88.86;91.08;93.61;96.16;90.34;89.89;;19.7;1020;0;19.68;
04.10.21 23:13:02;7648.93;95.55;93.91;97.97;95.86;99.18;100.55;101.62;99.33;84.61;85.2;85.63;84.76;100.09;106.4;109.52;105.16;91.08;92.86;89.01;91.22;93.61;96.16;90.48;89.89;;19.7;1020;0;19.71;
04.10.21 23:43:08;7679.03;95.71;94.06;97.97;96.01;99.18;100.7;101.77;99.33;84.61;85.2;85.78;84.9;100.25;106.24;109.52;105.16;91.22;92.86;89.01;91.22;93.46;96.01;90.48;90.04;;19.7;1020;0;19.66;
05.10.21 00:13:13;7709.12;95.4;93.91;97.82;95.71;98.88;100.4;101.62;99.18;84.47;84.9;85.49;84.61;99.94;106.24;109.21;105.01;90.93;92.86;88.71;91.08;93.31;95.86;90.19;89.74;;19.7;1020;0;19.69;
05.10.21 00:43:18;7739.2;95.71;94.06;97.97;96.01;99.18;100.55;101.62;99.33;84.47;85.2;85.63;84.76;100.09;106.24;109.21;105.01;91.22;93.01;88.86;91.22;93.61;96.16;90.48;90.04;;19.7;1020;0;19.73;
05.10.21 01:13:24;7769.3;95.71;94.2;98.12;96.16;99.18;100.7;101.93;99.49;84.61;85.2;85.78;84.9;100.25;106.56;109.68;105.32;91.22;93.01;89.01;91.37;93.61;96.46;90.63;90.04;;19.7;1020;0;19.66;
05.10.21 01:43:28;7799.37;95.55;93.91;97.82;95.86;98.88;100.55;101.47;99.18;84.32;85.2;85.63;84.76;99.79;106.24;109.21;105.01;91.08;93.01;88.71;91.08;93.46;96.01;90.34;89.89;;19.7;1020;0;19.69;
05.10.21 02:13:34;7829.47;95.55;93.91;97.82;95.71;98.88;100.55;101.62;99.33;84.32;85.05;85.63;84.61;99.94;106.24;109.36;105.01;91.08;92.86;88.71;91.22;93.46;96.01;90.34;89.89;;19.7;1020;0;19.71;
05.10.21 02:43:39;7859.55;95.55;94.06;97.82;95.86;99.03;100.55;101.62;99.33;84.47;85.2;85.63;84.76;99.94;106.4;109.36;105.16;91.08;93.01;89.01;91.08;93.61;96.16;90.48;89.89;;19.7;1020;0;19.66;
05.10.21 03:13:45;7889.65;95.71;94.06;97.97;95.86;98.88;100.55;101.47;99.18;84.32;85.05;85.63;84.61;99.79;106.24;109.21;105.01;90.93;93.01;88.86;91.08;93.61;96.16;90.48;89.89;;19.7;1020;0;19.71;
05.10.21 03:43:51;7919.75;95.71;94.06;97.97;96.01;99.03;100.7;101.77;99.33;84.47;85.2;85.49;84.76;99.94;106.24;109.36;105.01;91.08;93.01;88.71;91.22;93.46;96.31;90.48;89.89;;19.7;1020;0;19.66;
05.10.21 04:13:57;7949.85;95.71;93.91;97.97;96.01;98.88;100.4;101.47;99.18;84.47;85.05;85.49;84.47;99.79;106.24;109.21;105.01;91.08;93.01;88.71;91.08;93.46;96.16;90.34;89.89;;19.7;1020;0;19.7;
05.10.21 04:44:02;7979.93;95.71;94.06;98.12;96.01;98.88;100.55;101.62;99.33;84.61;85.2;85.63;84.76;99.94;106.24;109.21;105.16;91.08;93.01;88.86;91.22;93.61;96.46;90.34;89.89;;19.7;1020;0;19.66;
05.10.21 05:14:07;8010.02;95.71;94.06;98.12;95.86;99.03;100.55;101.62;99.33;84.47;85.05;85.63;84.61;99.94;106.09;109.21;105.01;91.22;93.01;88.86;91.08;93.46;96.16;90.34;90.04;;19.7;1020;0;19.69;
05.10.21 05:44:12;8040.1;95.86;94.2;98.12;96.01;99.03;100.7;101.62;99.49;84.61;85.2;85.78;84.76;100.09;106.4;109.52;105.01;91.22;92.86;89.01;91.08;93.61;96.46;90.48;90.04;;19.7;1020;0;19.69;
05.10.21 06:14:18;8070.2;95.71;94.06;97.97;96.01;99.03;100.4;101.62;99.33;84.61;85.05;85.63;84.76;99.94;106.09;109.36;105.16;91.08;93.01;88.86;91.08;93.46;96.31;90.48;89.89;;19.7;1020;0;19.66;
05.10.21 06:44:23;8100.28;95.71;94.2;98.12;95.86;99.03;100.7;101.62;99.18;84.76;85.2;85.63;84.76;99.94;106.24;109.36;105.16;91.08;93.01;88.71;91.08;93.61;96.31;90.48;90.04;;19.7;1020;0;19.69;
05.10.21 07:14:30;8130.4;95.86;94.2;98.12;96.16;99.03;100.7;101.77;99.49;84.76;85.05;85.63;84.76;99.94;106.09;109.36;105.01;91.08;93.16;89.01;91.22;93.61;96.31;90.48;90.04;;19.7;1020;0;19.69;
05.10.21 07:44:36;8160.5;95.71;94.06;97.97;95.86;98.88;100.55;101.62;99.33;84.47;85.2;85.63;84.61;99.94;106.24;109.21;104.85;90.93;92.86;88.71;91.08;93.46;96.46;90.34;89.89;;19.7;1020;0;19.69;
05.10.21 08:14:41;8190.58;95.86;94.2;98.27;96.16;99.18;100.7;101.77;99.33;84.76;85.2;85.63;84.9;100.09;106.4;109.36;105.16;91.08;93.01;88.86;91.37;93.61;96.61;90.48;90.04;;19.7;1020;0;19.7;
05.10.21 08:44:47;8220.68;95.71;94.06;97.82;96.01;98.88;100.4;101.62;99.18;84.47;85.05;85.63;84.61;99.94;106.24;109.36;105.01;91.08;92.86;88.86;91.22;93.61;96.61;90.48;89.89;;19.7;1020;0;19.66;
05.10.21 09:14:52;8250.77;95.71;94.06;97.97;96.01;99.03;100.4;101.47;99.33;84.61;84.9;85.63;84.61;99.79;106.24;109.36;104.85;90.93;92.86;88.71;91.08;93.46;96.31;90.34;89.74;;19.7;1020;0;19.69;
05.10.21 09:44:57;8280.85;95.71;93.91;97.82;96.01;98.73;100.4;101.47;99.18;84.47;85.05;85.49;84.61;99.79;106.09;109.21;104.7;90.93;93.01;88.71;91.08;93.31;96.31;90.34;89.89;;19.7;1020;0;19.68;
05.10.21 10:15:03;8310.95;95.55;93.76;97.97;95.86;98.73;100.4;101.32;99.03;84.47;85.05;85.34;84.61;99.79;105.93;109.05;104.85;90.93;92.71;88.71;90.93;93.31;96.16;90.34;89.74;;19.7;1020;0;19.68;
05.10.21 10:45:09;8341.05;95.71;94.06;97.97;96.01;98.73;100.4;101.62;99.03;84.47;85.05;85.49;84.61;99.79;105.78;109.05;104.85;90.93;92.86;88.86;91.08;93.61;96.46;90.34;89.74;;19.7;1020;0;19.69;
05.10.21 11:15:15;8371.15;95.71;94.06;97.97;96.01;98.73;100.4;101.62;99.18;84.47;85.05;85.49;84.47;99.79;106.09;109.05;104.85;91.08;93.01;88.56;91.08;93.46;96.46;90.19;89.89;;19.7;1020;0;19.66;
05.10.21 11:45:21;8401.25;95.86;94.06;97.97;95.86;98.73;100.4;101.47;99.03;84.47;85.05;85.49;84.61;99.79;106.09;109.21;105.01;91.08;92.86;88.86;91.08;93.46;96.46;90.34;89.89;;19.7;1020;0;19.7;
05.10.21 12:15:26;8431.33;95.55;93.91;97.97;95.86;98.73;100.25;101.47;99.03;84.32;85.05;85.34;84.47;99.79;105.93;109.05;104.7;90.93;92.86;88.71;90.93;93.16;96.31;90.34;89.74;;19.7;1020;0;19.68;
05.10.21 12:45:32;8461.43;95.71;94.2;97.97;95.86;98.73;100.25;101.47;99.03;84.47;84.9;85.49;84.47;99.79;105.78;109.05;104.85;90.93;92.71;88.71;90.93;93.46;96.16;90.34;89.74;;19.7;1020;0;19.7;
05.10.21 13:15:37;8491.52;95.71;94.06;98.12;96.01;99.03;100.55;101.62;99.03;84.32;84.9;85.63;84.47;99.79;106.09;109.21;104.85;91.08;93.01;88.71;91.08;93.46;96.46;90.34;89.89;;19.7;1020;0;19.66;
05.10.21 13:45:42;8521.6;95.55;93.91;97.82;95.71;98.57;100.09;101.32;98.88;84.32;84.9;85.2;84.47;99.64;105.62;108.89;104.7;90.78;92.71;88.56;90.93;93.31;96.16;90.19;89.74;;19.7;1020;0;19.69;
05.10.21 14:15:47;8551.68;95.71;94.2;97.97;96.01;98.88;100.4;101.47;99.33;84.47;85.05;85.63;84.61;99.79;106.09;109.05;104.7;91.08;92.86;88.71;91.08;93.61;96.61;90.34;89.89;;19.7;1020;0;19.68;
05.10.21 14:45:52;8581.77;95.71;93.91;97.97;96.01;98.73;100.09;101.47;99.18;84.32;85.05;85.63;84.47;99.64;106.09;109.05;104.7;90.93;92.86;88.71;90.93;93.61;96.46;90.34;89.74;;19.7;1020;0;19.68;
05.10.21 15:15:56;8611.83;95.86;94.2;98.12;96.01;98.73;100.4;101.47;99.03;84.47;85.05;85.49;84.61;99.79;105.78;109.05;104.85;90.93;92.71;88.71;91.08;93.46;96.46;90.48;89.89;;19.7;1020;0;19.68;
05.10.21 15:46:01;8641.92;95.86;94.06;97.97;95.86;98.73;100.4;101.32;99.18;84.32;84.9;85.34;84.47;99.64;105.93;108.89;104.7;90.93;92.71;88.71;90.78;93.31;96.46;90.19;89.74;;19.7;1020;0;19.69;
05.10.21 16:16:05;8671.98;95.71;93.91;97.82;95.86;98.73;100.25;101.32;99.03;84.47;84.9;85.34;84.61;99.64;105.93;108.74;104.7;90.93;92.71;88.56;90.93;93.31;96.31;90.34;89.74;;19.7;1020;0;19.68;
05.10.21 16:46:12;8702.1;95.71;93.91;97.82;95.71;98.42;99.94;101.32;98.88;84.18;84.9;85.34;84.32;99.49;105.78;108.89;104.54;90.63;92.56;88.56;90.78;93.31;96.31;90.19;89.6;;19.7;1020;0;19.66;
05.10.21 17:16:17;8732.18;95.71;94.06;97.82;96.01;98.73;100.4;101.32;99.18;84.47;85.05;85.49;84.47;99.64;105.78;108.89;104.7;90.93;92.86;88.56;90.93;93.46;96.46;90.34;89.89;;19.7;1020;0;19.71;
05.10.21 17:46:23;8762.28;95.86;94.2;98.12;95.86;98.88;100.4;101.47;99.33;84.61;85.05;85.63;84.61;99.79;105.93;109.21;104.7;91.08;92.86;88.56;91.08;93.61;96.61;90.19;89.89;;19.7;1020;0;19.68;
05.10.21 18:16:28;8792.37;95.71;94.06;97.82;96.01;98.73;100.4;101.47;99.03;84.47;85.05;85.63;84.47;99.64;105.78;109.05;104.85;90.93;92.86;88.56;90.93;93.61;96.61;90.34;89.74;;19.7;1020;0;19.7;
05.10.21 18:46:35;8822.48;95.71;94.06;97.97;96.01;98.73;100.09;101.32;99.03;84.32;84.9;85.34;84.47;99.64;105.78;108.89;104.54;90.93;92.86;88.71;90.78;93.46;96.46;90.34;89.74;;19.7;1020;0;19.69;
05.10.21 19:16:40;8852.57;95.71;94.2;98.12;95.86;98.73;100.09;101.47;99.03;84.32;85.05;85.34;84.61;99.64;105.93;109.05;104.85;90.93;92.86;88.56;91.08;93.46;96.76;90.34;89.74;;19.7;1020;0;19.68;
05.10.21 19:46:45;8882.65;95.71;94.2;98.12;96.01;98.73;100.4;101.32;98.88;84.32;84.9;85.49;84.47;99.49;105.93;108.89;104.7;90.93;92.71;88.56;91.08;93.46;96.46;90.34;89.74;;19.7;1020;0;19.71;
05.10.21 20:16:51;8912.75;95.71;93.91;97.97;96.01;98.57;100.25;101.32;99.03;84.47;84.9;85.49;84.47;99.64;105.78;108.89;104.7;90.78;92.71;88.71;90.93;93.46;96.61;90.34;89.74;;19.7;1020;0;19.64;
05.10.21 20:46:56;8942.83;95.71;94.06;98.12;95.86;98.57;100.25;101.32;99.03;84.32;84.9;85.49;84.61;99.49;105.78;108.74;104.54;90.78;92.86;88.71;90.93;93.31;96.31;90.19;89.74;;19.7;1020;0;19.69;
05.10.21 21:17:00;8972.9;95.86;94.2;97.97;96.16;98.73;100.4;101.47;99.03;84.47;85.05;85.49;84.61;99.64;105.78;108.89;104.7;91.08;92.86;88.56;91.08;93.46;96.61;90.34;89.89;;19.7;1020;0;19.69;
05.10.21 21:47:05;9002.98;95.71;94.06;98.12;96.01;98.57;100.09;101.32;98.88;84.32;84.9;85.49;84.47;99.49;105.78;108.89;104.54;90.93;92.71;88.56;90.93;93.31;96.61;90.19;89.74;;19.7;1020;0;19.69;
05.10.21 22:17:11;9033.08;95.71;94.06;98.12;96.01;98.57;100.4;101.32;99.03;84.47;85.05;85.49;84.47;99.64;105.78;108.89;104.54;90.93;92.71;88.71;90.93;93.61;96.61;90.34;89.74;;19.7;1020;0;19.71;
05.10.21 22:47:16;9063.17;95.71;94.06;97.97;96.01;98.57;100.25;101.32;99.03;84.32;84.9;85.49;84.61;99.49;105.78;108.74;104.7;90.93;92.71;88.56;90.78;93.46;96.46;90.34;89.74;;19.7;1020;0;19.68;
05.10.21 23:17:21;9093.25;95.71;94.06;97.97;95.86;98.57;100.25;101.16;98.88;84.18;84.9;85.34;84.32;99.49;105.78;108.74;104.39;90.63;92.56;88.42;90.78;93.31;96.46;90.04;89.6;;19.7;1020;0;19.69;
05.10.21 23:47:27;9123.35;95.86;94.06;97.97;96.01;98.42;100.25;101.32;98.88;84.32;84.9;85.49;84.47;99.49;105.78;108.74;104.54;90.93;92.56;88.56;90.93;93.31;96.46;90.19;89.74;;19.7;1020;0;19.68;
06.10.21 00:17:32;9153.43;95.71;94.06;98.12;95.86;98.42;100.09;101.32;99.03;84.32;84.9;85.49;84.32;99.33;105.62;108.89;104.54;90.78;92.71;88.42;90.78;93.31;96.46;90.19;89.74;;19.7;1020;0;19.64;
06.10.21 00:47:39;9183.55;95.86;94.35;98.27;96.01;98.73;100.4;101.47;99.18;84.47;85.2;85.49;84.61;99.64;105.78;108.89;104.7;90.93;92.86;88.56;91.08;93.46;96.76;90.48;89.89;;19.7;1020;0;19.71;
06.10.21 01:17:44;9213.63;95.86;94.2;98.27;96.31;98.73;100.25;101.47;99.33;84.47;85.05;85.63;84.76;99.64;105.93;108.89;104.85;90.93;92.86;88.71;91.08;93.61;96.91;90.48;89.89;;19.7;1020;0;19.69;
06.10.21 01:47:49;9243.72;96.01;94.2;98.12;96.01;98.57;100.25;101.16;98.88;84.47;85.05;85.49;84.61;99.49;105.78;108.74;104.7;90.93;92.71;88.71;91.08;93.46;96.61;90.34;89.74;;19.7;1020;0;19.68;
06.10.21 02:17:54;9273.8;95.86;94.2;98.12;96.16;98.57;100.25;101.16;99.03;84.32;84.9;85.49;84.61;99.64;105.78;108.74;104.54;90.93;92.71;88.71;90.93;93.46;96.61;90.34;89.89;;19.7;1020;0;19.73;
06.10.21 02:48:00;9303.9;96.01;94.2;98.27;96.16;98.73;100.25;101.47;99.18;84.61;85.05;85.63;84.61;99.64;105.78;108.89;104.54;91.08;92.86;88.56;91.08;93.61;96.76;90.48;89.89;;19.7;1020;0;19.68;
