Date/Time;Time/Min.;A1;A2;A3;A4;A5;A6;B1;B2;B3;B4;B5;B6;C1;C2;C3;C4;C5;C6;D1;D2;D3;D4;D5;D6;;Tm [°C];p [mbar];Salinity [g/1000g];T_internal [°C];Error
06.10.21 04:48:21;9424.25;97.31;96.81;92.65;93.24;94.9;101.43;96.37;95.99;94.64;94.26;95.74;97.95;97.59;95.39;94.04;99.37;96.74;94.75;98.89;93.7;95.41;94.6;95.35;94.66;;19.7;1020;0;19.54;
06.10.21 05:18:27;9454.35;97.15;96.66;92.65;93.24;95.05;101.27;96.22;95.99;94.64;94.11;95.58;98.1;97.26;95.39;94.04;99.37;96.74;94.75;98.73;93.55;95.41;94.6;95.35;94.66;;19.7;1020;0;19.45;
06.10.21 05:48:33;9484.45;97.31;96.66;92.65;93.24;94.9;101.27;96.22;95.99;94.64;94.11;95.58;98.1;97.43;95.39;94.2;99.53;96.58;94.6;98.57;93.7;95.56;94.45;95.35;94.66;;19.7;1020;0;19.5;
06.10.21 06:18:39;9514.55;97.46;96.81;92.5;93.24;94.9;101.43;96.53;95.83;94.49;94.11;95.43;97.95;97.43;95.39;94.04;99.37;96.74;94.6;98.89;93.55;95.41;94.45;95.35;94.66;;19.7;1020;0;19.5;
06.10.21 06:48:44;9544.63;97.15;96.81;92.5;93.09;95.05;101.27;96.22;95.83;94.49;94.26;95.58;98.1;97.26;95.39;93.88;99.21;96.58;94.6;98.57;93.55;95.41;94.45;95.35;94.66;;19.7;1020;0;19.49;
06.10.21 07:18:49;9574.72;97.31;96.81;92.81;93.39;95.05;101.43;96.53;95.99;94.64;94.11;95.58;97.95;97.59;95.23;94.04;99.37;96.74;94.6;98.73;93.4;95.41;94.45;95.35;94.66;;19.7;1020;0;19.58;
06.10.21 07:48:55;9604.82;96.99;96.66;92.65;93.24;95.05;101.27;96.06;95.83;94.49;94.11;95.74;97.95;97.26;95.23;94.04;99.37;96.58;94.6;98.41;93.4;95.26;94.45;95.35;94.51;;19.7;1020;0;19.45;
06.10.21 08:19:00;9634.9;97.46;96.81;92.65;93.24;94.9;101.27;96.53;95.83;94.49;94.11;95.43;97.95;97.43;95.39;93.88;99.37;96.74;94.6;98.73;93.55;95.41;94.45;95.35;94.81;;19.7;1020;0;19.56;
06.10.21 08:49:05;9664.98;97.31;96.81;92.81;93.24;95.05;101.43;96.37;95.99;94.64;94.26;95.58;98.26;97.59;95.39;94.04;99.37;96.74;94.6;98.89;93.55;95.41;94.6;95.35;94.81;;19.7;1020;0;19.49;
06.10.21 09:19:11;9695.08;97.15;96.81;92.65;93.24;94.9;101.11;96.22;95.68;94.64;94.11;95.58;97.95;97.26;95.39;93.88;99.53;96.58;94.6;98.57;93.4;95.41;94.45;95.2;94.51;;19.7;1020;0;19.49;
06.10.21 09:49:16;9725.17;97.31;96.81;92.65;93.39;95.21;101.27;96.53;95.83;94.64;94.26;95.58;98.1;97.59;95.39;94.04;99.37;96.74;94.75;98.89;93.55;95.41;94.45;95.5;94.81;;19.7;1020;0;19.56;
06.10.21 10:19:22;9755.27;97.15;96.81;92.5;93.09;94.9;101.11;96.22;95.83;94.49;94.11;95.58;97.95;97.26;95.23;93.88;99.21;96.58;94.6;98.41;93.4;95.41;94.45;95.2;94.51;;19.7;1020;0;19.45;
06.10.21 10:49:26;9785.33;97.46;96.81;92.65;93.24;95.05;101.11;96.37;95.83;94.49;94.11;95.58;98.1;97.43;95.23;94.04;99.37;96.58;94.6;98.73;93.55;95.41;94.45;95.35;94.66;;19.7;1020;0;19.58;
06.10.21 11:19:32;9815.43;97.31;96.81;92.65;93.24;94.9;101.27;96.37;95.83;94.49;94.11;95.58;98.1;97.59;95.39;94.04;99.37;96.58;94.75;98.73;93.4;95.41;94.45;95.2;94.66;;19.7;1020;0;19.49;
06.10.21 11:49:38;9845.53;96.99;96.5;92.5;93.24;95.05;101.11;96.06;95.83;94.49;94.11;95.43;97.95;97.26;95.07;93.88;99.21;96.43;94.45;98.25;93.4;95.26;94.45;95.04;94.51;;19.7;1020;0;19.47;
06.10.21 12:19:42;9875.6;97.31;96.81;92.65;93.24;95.05;101.27;96.37;95.83;94.64;94.11;95.74;98.1;97.43;95.39;94.04;99.37;96.74;94.75;98.73;93.7;95.26;94.45;95.2;94.66;;19.7;1020;0;19.56;
06.10.21 12:49:48;9905.7;97.46;96.81;92.65;93.24;95.05;101.27;96.37;95.83;94.64;94.11;95.74;98.1;97.43;95.23;94.04;99.21;96.58;94.6;98.89;93.55;95.41;94.45;95.35;94.66;;19.7;1020;0;19.47;
06.10.21 13:19:53;9935.78;97.15;96.66;92.5;93.24;94.9;101.11;96.22;95.83;94.49;94.26;95.58;97.95;97.1;95.39;93.88;99.37;96.58;94.6;98.57;93.55;95.41;94.3;95.2;94.66;;19.7;1020;0;19.49;
06.10.21 13:49:58;9965.87;97.31;96.81;92.5;93.24;95.05;101.27;96.37;95.83;94.49;93.95;95.58;97.95;97.43;95.23;94.04;99.21;96.58;94.6;98.73;93.55;95.41;94.45;95.35;94.51;;19.7;1020;0;19.59;
06.10.21 14:20:04;9995.97;97.46;96.81;92.65;93.09;95.05;101.27;96.37;95.99;94.64;94.26;95.58;98.1;97.43;95.39;94.2;99.37;96.58;94.75;98.73;93.4;95.41;94.6;95.35;94.81;;19.7;1020;0;19.49;
06.10.21 14:50:08;10026.03;97.15;96.66;92.65;93.24;94.9;101.27;96.22;95.99;94.8;94.26;95.74;98.1;97.26;95.39;94.2;99.37;96.74;94.75;98.73;93.55;95.41;94.6;95.35;94.66;;19.7;1020;0;19.47;
06.10.21 15:20:14;10056.13;97.31;96.66;92.65;93.39;95.05;101.11;96.53;95.99;94.64;94.26;95.74;98.1;97.59;95.39;94.2;99.37;96.74;94.6;98.73;93.55;95.56;94.45;95.35;94.66;;19.7;1020;0;19.54;
06.10.21 15:50:19;10086.22;97.46;96.81;92.81;93.09;94.9;101.27;96.37;95.83;94.49;94.11;95.58;97.95;97.43;95.23;94.04;99.06;96.74;94.75;98.89;93.55;95.56;94.45;95.35;94.66;;19.7;1020;0;19.56;
06.10.21 16:20:25;10116.32;97.15;96.66;92.65;93.09;95.05;101.27;96.22;95.83;94.49;94.11;95.58;98.1;97.43;95.23;94.04;99.37;96.58;94.75;98.57;93.55;95.56;94.45;95.35;94.81;;19.7;1020;0;19.45;
06.10.21 16:50:30;10146.4;97.15;96.81;92.65;93.24;95.05;101.11;96.22;95.83;94.49;94.26;95.58;97.95;97.26;95.23;93.88;99.21;96.74;94.6;98.57;93.55;95.26;94.45;95.2;94.66;;19.7;1020;0;19.52;
06.10.21 17:20:36;10176.5;97.46;96.97;92.65;93.24;95.05;101.27;96.37;95.83;94.49;94.11;95.58;98.1;97.43;95.39;94.04;99.21;96.58;94.6;98.73;93.55;95.56;94.45;95.35;94.81;;19.7;1020;0;19.58;
06.10.21 17:50:42;10206.6;97.46;96.81;92.65;93.24;95.05;101.27;96.53;95.99;94.49;94.26;95.58;97.95;97.59;95.39;94.2;99.21;96.58;94.75;98.73;93.55;95.56;94.45;95.35;94.81;;19.7;1020;0;19.47;
06.10.21 18:20:48;10236.7;97.15;96.66;92.65;93.24;94.9;101.11;96.06;95.83;94.49;94.26;95.74;97.95;97.26;95.39;94.04;99.37;96.74;94.6;98.41;93.55;95.26;94.3;95.35;94.51;;19.7;1020;0;19.47;
06.10.21 18:50:54;10266.8;97.15;96.66;92.65;93.24;95.05;101.27;96.37;95.83;94.49;94.11;95.58;97.95;97.43;95.39;94.04;99.21;96.58;94.6;98.57;93.55;95.41;94.45;95.35;94.66;;19.7;1020;0;19.54;
06.10.21 19:20:59;10296.88;97.31;96.81;92.65;93.24;95.21;101.11;96.37;95.83;94.33;94.11;95.58;97.95;97.43;95.39;94.04;99.37;96.74;94.6;98.73;93.55;95.41;94.6;95.35;94.81;;19.7;1020;0;19.45;
06.10.21 19:51:04;10326.97;97.15;96.81;92.65;93.24;95.05;101.11;96.06;95.83;94.49;94.11;95.58;98.1;97.43;95.23;94.04;99.21;96.58;94.6;98.57;93.4;95.41;94.3;95.35;94.66;;19.7;1020;0;19.49;
06.10.21 20:21:09;10357.05;97.62;96.97;92.81;93.39;95.21;101.27;96.69;96.15;94.64;94.26;95.74;98.26;97.75;95.39;94.2;99.37;96.74;94.75;98.89;93.55;95.56;94.6;95.5;94.81;;19.7;1020;0;19.58;
06.10.21 20:51:14;10387.13;97.31;96.81;92.65;93.24;95.21;101.11;96.06;95.83;94.64;94.26;95.58;98.1;97.1;95.39;94.04;99.37;96.74;94.75;98.57;93.7;95.41;94.45;95.2;94.66;;19.7;1020;0;19.45;
06.10.21 21:21:21;10417.25;97.46;96.81;92.65;93.24;95.05;101.27;96.22;95.99;94.64;94.11;95.74;97.95;97.43;95.39;94.04;99.21;96.58;94.6;98.57;93.55;95.26;94.45;95.35;94.51;;19.7;1020;0;19.58;
06.10.21 21:51:27;10447.35;97.31;96.97;92.81;93.39;95.05;101.27;96.53;95.99;94.8;94.41;95.74;98.1;97.59;95.55;94.2;99.37;96.74;94.75;98.89;93.55;95.56;94.76;95.5;94.81;;19.7;1020;0;19.47;
06.10.21 22:21:32;10477.43;97.31;96.81;92.81;93.39;95.21;101.11;96.37;95.99;94.64;94.26;95.58;98.1;97.43;95.39;94.2;99.37;96.74;94.75;98.73;93.7;95.56;94.6;95.35;94.81;;19.7;1020;0;19.52;
06.10.21 22:51:37;10507.52;97.46;96.81;92.81;93.24;95.05;101.11;96.53;95.99;94.49;94.26;95.74;98.1;97.59;95.39;94.2;99.21;96.74;94.75;98.73;93.55;95.56;94.6;95.35;94.66;;19.7;1020;0;19.54;
06.10.21 23:21:43;10537.62;97.15;96.66;92.65;93.39;95.05;101.11;96.06;95.99;94.64;94.26;95.74;97.95;97.26;95.39;94.2;99.21;96.58;94.75;98.41;93.55;95.41;94.45;95.35;94.51;;19.7;1020;0;19.45;
06.10.21 23:51:48;10567.7;97.31;96.97;92.81;93.24;95.05;100.95;96.22;95.83;94.49;94.26;95.58;97.95;97.43;95.39;94.04;99.21;96.58;94.6;98.73;93.55;95.56;94.45;95.2;94.66;;19.7;1020;0;19.56;
07.10.21 00:21:54;10597.8;97.46;96.81;92.65;93.09;94.9;100.95;96.22;95.83;94.33;94.11;95.58;97.95;97.43;95.39;94.04;99.06;96.58;94.6;98.57;93.4;95.41;94.45;95.2;94.66;;19.7;1020;0;19.52;
07.10.21 00:52:00;10627.9;97.15;96.81;92.65;93.24;95.05;101.11;96.22;95.83;94.49;94.26;95.74;97.95;97.26;95.39;94.2;99.21;96.58;94.6;98.57;93.55;95.41;94.45;95.2;94.66;;19.7;1020;0;19.5;
07.10.21 01:22:05;10657.98;97.46;96.81;92.65;93.24;95.05;100.95;96.37;95.83;94.49;94.11;95.58;97.79;97.59;95.39;93.88;99.06;96.58;94.75;98.89;93.4;95.41;94.45;95.35;94.51;;19.7;1020;0;19.52;
07.10.21 01:52:09;10688.05;97.15;96.81;92.81;93.09;95.05;100.95;96.22;95.68;94.49;94.26;95.74;97.95;97.26;95.39;93.88;99.21;96.58;94.6;98.57;93.55;95.26;94.45;95.2;94.81;;19.7;1020;0;19.47;
07.10.21 02:22:14;10718.13;97.46;96.81;92.65;93.24;95.05;100.95;96.22;95.83;94.33;94.11;95.43;97.95;97.43;95.23;94.04;99.06;96.43;94.75;98.73;93.4;95.41;94.45;95.2;94.66;;19.7;1020;0;19.59;
07.10.21 02:52:20;10748.23;97.31;96.66;92.81;93.09;94.9;101.11;96.22;95.99;94.49;94.11;95.74;97.79;97.26;95.39;94.04;99.21;96.43;94.6;98.41;93.55;95.41;94.6;95.35;94.51;;19.7;1020;0;19.47;
07.10.21 03:22:25;10778.32;97.31;96.66;92.65;93.24;95.05;100.95;96.22;95.83;94.49;94.11;95.58;97.79;97.43;95.39;94.04;99.21;96.74;94.6;98.73;93.55;95.26;94.45;95.2;94.35;;19.7;1020;0;19.56;
07.10.21 03:52:30;10808.4;96.99;96.81;92.81;93.24;95.05;100.95;96.22;95.99;94.49;94.11;95.58;97.95;97.26;95.23;94.04;99.21;96.58;94.6;98.41;93.55;95.41;94.45;95.5;94.66;;19.7;1020;0;19.45;
07.10.21 04:22:36;10838.5;97.31;96.66;92.65;93.09;95.05;100.95;96.22;95.68;94.64;94.11;95.74;97.95;97.26;95.39;94.04;99.21;96.58;94.6;98.57;93.4;95.41;94.45;95.35;94.51;;19.7;1020;0;19.5;
07.10.21 04:52:41;10868.58;97.46;96.81;92.81;93.24;95.05;101.11;96.22;95.99;94.49;94.11;95.74;97.95;97.43;95.23;94.04;99.21;96.43;94.75;98.73;93.55;95.41;94.45;95.35;94.81;;19.7;1020;0;19.52;
07.10.21 05:22:46;10898.67;97.15;96.81;92.65;93.24;95.05;101.11;96.22;95.99;94.64;94.26;95.58;98.1;97.43;95.39;94.04;99.21;96.58;94.75;98.41;93.4;95.41;94.3;95.35;94.66;;19.7;1020;0;19.47;
07.10.21 05:52:51;10928.75;97.31;96.81;92.65;93.24;94.9;100.95;96.37;95.83;94.49;94.26;95.58;97.95;97.43;95.23;94.04;99.06;96.58;94.6;98.73;93.4;95.41;94.3;95.35;94.81;;19.7;1020;0;19.58;
07.10.21 06:22:56;10958.83;96.99;96.66;92.65;93.24;95.05;101.11;96.06;95.83;94.49;94.11;95.74;97.95;97.26;95.23;94.04;99.21;96.43;94.6;98.25;93.4;95.41;94.45;95.2;94.81;;19.7;1020;0;19.45;
07.10.21 06:53:01;10988.92;97.31;96.81;92.81;93.24;95.21;101.11;96.37;95.99;94.49;94.11;95.74;97.79;97.43;95.23;94.04;99.21;96.58;94.6;98.73;93.55;95.26;94.45;95.2;94.81;;19.7;1020;0;19.54;
07.10.21 07:23:07;11019.02;97.62;96.97;92.81;93.39;95.21;101.11;96.53;95.99;94.49;94.26;95.74;98.1;97.59;95.39;94.2;99.37;96.74;94.75;98.89;93.7;95.56;94.6;95.35;94.96;;19.7;1020;0;19.47;
07.10.21 07:53:12;11049.1;96.99;96.5;92.5;93.09;94.75;100.95;96.22;95.68;94.49;94.11;95.58;97.79;97.26;95.23;93.88;99.06;96.58;94.6;98.41;93.25;95.11;94.3;95.04;94.66;;19.7;1020;0;19.49;
07.10.21 08:23:18;11079.2;97.46;96.97;92.81;93.24;95.05;100.95;96.37;95.99;94.64;94.11;95.58;98.1;97.59;95.55;94.04;99.21;96.74;94.75;98.73;93.55;95.41;94.45;95.35;94.66;;19.7;1020;0;19.49;
07.10.21 08:53:24;11109.3;97.31;96.81;92.65;93.24;95.21;101.11;96.22;95.83;94.49;94.26;95.58;97.95;97.26;95.39;94.04;99.21;96.58;94.75;98.57;93.55;95.26;94.45;95.2;94.81;;19.7;1020;0;19.49;
07.10.21 09:23:29;11139.38;97.62;96.97;92.81;93.39;95.21;100.95;96.53;95.99;94.49;94.11;95.74;98.1;97.59;95.55;94.04;99.21;96.74;94.6;98.89;93.55;95.56;94.6;95.35;94.66;;19.7;1020;0;19.58;
07.10.21 09:53:34;11169.47;97.15;96.66;92.65;93.39;95.05;100.95;96.22;95.83;94.49;94.11;95.74;97.95;97.26;95.39;94.2;99.21;96.58;94.75;98.41;93.55;95.41;94.45;95.2;94.81;;19.7;1020;0;19.45;
07.10.21 10:23:39;11199.55;97.31;96.81;92.65;93.24;95.05;100.95;96.22;95.83;94.49;94.11;95.58;97.79;97.43;95.39;93.88;99.06;96.58;94.6;98.57;93.4;95.41;94.3;95.2;94.81;;19.7;1020;0;19.56;
07.10.21 10:53:45;11229.65;97.31;96.81;92.81;93.39;95.05;100.95;96.37;95.83;94.49;94.11;95.58;98.1;97.43;95.39;93.88;99.06;96.58;94.6;98.57;93.55;95.41;94.45;95.35;94.81;;19.7;1020;0;19.45;
07.10.21 11:23:51;11259.75;96.83;96.66;92.65;93.09;95.05;100.95;96.06;95.68;94.49;94.11;95.58;97.79;97.26;95.23;93.88;99.06;96.43;94.6;98.41;93.4;95.26;94.3;95.04;94.66;;19.7;1020;0;19.47;
07.10.21 11:53:56;11289.83;97.46;96.97;92.96;93.39;95.21;101.11;96.53;95.83;94.64;94.26;95.74;97.95;97.75;95.39;94.04;99.21;96.58;94.75;98.73;93.55;95.41;94.6;95.35;94.96;;19.7;1020;0;19.54;
07.10.21 12:24:01;11319.92;97.15;96.66;92.65;93.39;95.21;100.95;96.06;95.83;94.64;94.11;95.74;97.95;97.26;95.23;94.2;99.21;96.74;94.6;98.41;93.55;95.41;94.45;95.2;94.81;;19.7;1020;0;19.43;
07.10.21 12:54:05;11349.98;97.46;96.81;92.65;93.24;94.9;100.95;96.22;95.83;94.49;93.95;95.58;97.95;97.59;95.39;94.04;99.21;96.43;94.6;98.57;93.55;95.56;94.45;95.35;94.81;;19.7;1020;0;19.58;
07.10.21 13:24:10;11380.07;97.15;96.66;92.81;93.24;95.21;100.95;96.22;95.99;94.64;94.26;95.74;98.1;97.26;95.39;94.04;99.21;96.58;94.75;98.57;93.4;95.41;94.45;95.35;94.81;;19.7;1020;0;19.45;
07.10.21 13:54:14;11410.13;97.46;96.81;92.81;93.24;95.05;100.95;96.37;95.99;94.64;94.26;95.74;98.1;97.59;95.39;94.04;99.06;96.58;94.75;98.57;93.4;95.41;94.45;95.35;94.81;;19.7;1020;0;19.59;
07.10.21 14:24:19;11440.22;97.31;97.13;92.81;93.39;95.21;101.11;96.37;95.99;94.64;94.26;95.74;98.1;97.43;95.55;94.2;99.21;96.74;94.75;98.57;93.7;95.56;94.6;95.5;94.81;;19.7;1020;0;19.47;
07.10.21 14:54:25;11470.32;97.46;96.81;92.81;93.24;95.05;100.95;96.37;95.99;94.49;94.11;95.74;98.1;97.59;95.39;94.2;99.21;96.58;94.6;98.73;93.4;95.41;94.6;95.35;94.81;;19.7;1020;0;19.58;
07.10.21 15:24:30;11500.4;97.31;96.81;92.81;93.39;95.21;101.11;96.22;95.99;94.64;94.26;95.74;98.26;97.26;95.39;94.04;99.21;96.74;94.75;98.73;93.55;95.56;94.76;95.35;94.81;;19.7;1020;0;19.45;
07.10.21 15:54:35;11530.48;97.46;96.81;92.81;93.24;95.05;101.11;96.37;95.99;94.64;94.26;95.74;97.95;97.43;95.39;94.2;99.21;96.58;94.75;98.73;93.55;95.41;94.6;95.2;94.81;;19.7;1020;0;19.54;
07.10.21 16:24:40;11560.57;97.46;96.81;92.81;93.09;95.05;100.95;96.53;95.83;94.64;94.11;95.74;98.1;97.59;95.55;94.2;99.06;96.58;94.6;98.73;93.7;95.41;94.6;95.5;94.81;;19.7;1020;0;19.49;
07.10.21 16:54:45;11590.65;97.15;96.66;92.5;93.24;95.05;100.95;96.37;95.83;94.49;94.26;95.74;98.1;97.43;95.39;94.2;99.06;96.58;94.75;98.57;93.55;95.26;94.45;95.35;94.66;;19.7;1020;0;19.49;
07.10.21 17:24:51;11620.75;97.62;97.13;92.81;93.24;95.05;100.95;96.53;96.15;94.49;94.26;95.74;98.1;97.75;95.55;94.2;99.21;96.58;94.75;98.89;93.55;95.56;94.6;95.35;94.81;;19.7;1020;0;19.54;
07.10.21 17:54:57;11650.85;97.15;96.66;92.65;93.24;95.05;100.79;96.22;95.83;94.64;94.26;95.58;97.95;97.26;95.39;94.2;99.21;96.43;94.6;98.41;93.4;95.41;94.45;95.35;94.66;;19.7;1020;0;19.45;
07.10.21 18:25:01;11680.92;97.62;96.97;92.81;93.39;95.36;100.95;96.53;95.99;94.64;94.26;95.74;98.1;97.75;95.39;94.04;99.21;96.74;94.9;98.73;93.7;95.56;94.6;95.35;94.81;;19.7;1020;0;19.58;
07.10.21 18:55:07;11711.02;97.31;96.81;92.81;93.39;95.21;100.95;96.37;96.15;94.64;94.26;95.9;97.95;97.43;95.55;94.04;99.06;96.74;94.9;98.57;93.55;95.41;94.6;95.5;94.81;;19.7;1020;0;19.47;
07.10.21 19:25:12;11741.1;97.62;96.97;92.96;93.54;95.21;101.11;96.53;96.15;94.64;94.26;95.9;98.26;97.75;95.71;94.2;99.21;96.74;94.9;98.89;93.7;95.41;94.6;95.35;94.96;;19.7;1020;0;19.59;
07.10.21 19:55:18;11771.2;97.46;96.97;92.96;93.24;95.21;101.11;96.37;95.99;94.64;94.26;95.74;98.1;97.43;95.55;94.2;99.21;96.74;94.6;98.57;93.55;95.56;94.6;95.66;94.81;;19.7;1020;0;19.47;
07.10.21 20:25:23;11801.28;97.31;96.81;92.81;93.39;95.05;100.79;96.22;95.99;94.64;94.26;95.74;98.1;97.43;95.55;94.04;99.06;96.43;94.75;98.57;93.55;95.56;94.45;95.2;94.81;;19.7;1020;0;19.54;
07.10.21 20:55:29;11831.38;97.62;97.13;92.81;93.39;95.21;100.95;96.53;96.15;94.64;94.26;95.9;98.1;97.59;95.39;94.2;99.21;96.58;94.75;98.89;93.7;95.41;94.45;95.35;94.96;;19.7;1020;0;19.49;
07.10.21 21:25:35;11861.48;97.46;96.97;92.81;93.39;95.36;101.11;96.53;95.99;94.64;94.41;95.9;98.1;97.43;95.55;94.2;99.21;96.58;94.9;98.73;93.7;95.56;94.6;95.5;94.96;;19.7;1020;0;19.49;
07.10.21 21:55:41;11891.58;97.62;96.97;92.96;93.39;95.21;101.11;96.53;95.99;94.64;94.41;95.9;97.95;97.59;95.55;94.2;99.21;96.74;94.9;98.73;93.7;95.56;94.6;95.35;94.81;;19.7;1020;0;19.59;
07.10.21 22:25:46;11921.67;97.15;96.81;92.65;93.24;95.21;100.79;96.22;95.99;94.64;94.26;95.58;97.79;97.26;95.39;94.04;99.21;96.43;94.75;98.57;93.4;95.41;94.3;95.04;94.81;;19.7;1020;0;19.47;
07.10.21 22:55:51;11951.75;97.46;97.13;92.81;93.39;95.21;100.63;96.37;95.99;94.64;94.26;95.74;97.95;97.59;95.55;94.04;98.9;96.43;94.75;98.73;93.55;95.41;94.45;95.2;94.81;;19.7;1020;0;19.59;
07.10.21 23:25:56;11981.83;97.31;96.81;92.65;93.09;95.05;100.79;96.37;95.99;94.64;94.26;95.58;97.95;97.43;95.39;94.2;99.06;96.58;94.6;98.73;93.55;95.41;94.3;95.35;94.81;;19.7;1020;0;19.49;
07.10.21 23:56:01;12011.92;97.31;96.97;92.81;93.39;95.21;100.95;96.37;95.99;94.8;94.26;95.9;98.1;97.59;95.39;94.2;99.06;96.58;94.9;98.57;93.55;95.26;94.6;95.35;94.81;;19.7;1020;0;19.5;
08.10.21 00:26:06;12042;97.78;97.13;92.96;93.39;95.36;100.95;96.53;95.99;94.64;94.11;95.74;98.1;97.75;95.55;94.04;99.21;96.43;94.9;98.89;93.7;95.56;94.6;95.5;94.81;;19.7;1020;0;19.61;
08.10.21 00:56:12;12072.1;97.31;96.97;92.81;93.39;95.21;101.11;96.37;95.99;94.64;94.26;95.74;98.1;97.43;95.39;94.2;99.21;96.74;94.9;98.73;93.7;95.56;94.6;95.35;94.96;;19.7;1020;0;19.47;
08.10.21 01:26:18;12102.2;97.31;96.81;92.65;93.24;95.21;100.79;96.22;95.83;94.49;94.26;95.74;97.95;97.43;95.39;94.04;99.06;96.58;94.75;98.57;93.55;95.41;94.6;95.35;94.81;;19.7;1020;0;19.52;
08.10.21 01:56:23;12132.28;97.62;97.13;92.96;93.39;95.36;100.95;96.53;96.15;94.64;94.26;95.74;98.1;97.75;95.55;94.2;99.21;96.74;94.75;98.89;93.55;95.71;94.6;95.5;94.96;;19.7;1020;0;19.54;
08.10.21 02:26:27;12162.35;97.15;96.66;92.65;93.24;95.05;100.63;96.06;95.83;94.49;93.95;95.58;97.79;97.1;95.39;94.04;99.06;96.43;94.6;98.25;93.4;95.26;94.45;95.35;94.66;;19.7;1020;0;19.47;
08.10.21 02:56:33;12192.45;97.46;96.81;92.65;93.39;95.05;100.79;96.37;95.99;94.49;94.11;95.74;97.95;97.59;95.23;94.04;98.9;96.58;94.75;98.73;93.55;95.26;94.45;95.2;94.81;;19.7;1020;0;19.58;
08.10.21 03:26:39;12222.55;97.46;96.97;92.96;93.39;95.36;100.79;96.53;96.15;94.64;94.26;95.9;98.1;97.75;95.55;94.2;99.21;96.58;94.9;98.73;93.7;95.56;94.45;95.35;94.81;;19.7;1020;0;19.47;
08.10.21 03:56:44;12252.63;97.46;96.97;92.96;93.39;95.05;100.95;96.37;95.99;94.8;94.26;95.74;98.1;97.59;95.39;94.2;99.21;96.58;94.75;98.73;93.7;95.41;94.45;95.35;94.81;;19.7;1020;0;19.52;
08.10.21 04:26:50;12282.73;97.78;97.13;92.96;93.39;95.21;101.11;96.69;96.15;94.64;94.41;95.74;98.1;97.75;95.71;94.35;99.21;96.74;94.9;98.89;93.7;95.71;94.6;95.66;94.96;;19.7;1020;0;19.54;
08.10.21 04:56:56;12312.83;97.31;96.81;92.81;93.24;95.05;100.79;96.37;95.99;94.64;94.26;95.74;97.95;97.26;95.39;94.2;99.06;96.58;94.75;98.57;93.55;95.41;94.45;95.35;94.81;;19.7;1020;0;19.49;
08.10.21 05:27:02;12342.93;97.62;96.97;92.96;93.39;95.21;100.95;96.53;95.99;94.64;94.26;95.58;98.1;97.59;95.55;94.2;99.06;96.43;94.75;98.89;93.55;95.56;94.45;95.35;94.81;;19.7;1020;0;19.54;
08.10.21 05:57:07;12373.02;97.46;96.97;92.81;93.39;95.21;100.95;96.37;96.15;94.8;94.26;95.9;98.1;97.43;95.55;94.2;99.21;96.58;94.75;98.73;93.7;95.71;94.45;95.35;94.81;;19.7;1020;0;19.49;
08.10.21 06:27:12;12403.1;97.46;96.97;92.96;93.24;95.21;100.79;96.37;95.99;94.49;94.26;95.74;98.1;97.59;95.55;94.2;99.06;96.58;94.75;98.57;93.55;95.41;94.6;95.35;94.81;;19.7;1020;0;19.58;
08.10.21 06:57:18;12433.2;97.31;96.97;92.81;93.39;95.21;100.95;96.37;95.99;94.64;94.26;95.9;97.95;97.43;95.55;94.2;99.06;96.58;94.75;98.57;93.7;95.41;94.6;95.5;94.96;;19.7;1020;0;19.45;
08.10.21 07:27:23;12463.28;97.46;96.97;92.96;93.39;95.05;100.95;96.37;95.99;94.8;94.26;95.9;98.1;97.43;95.39;94.35;99.06;96.74;94.9;98.57;93.55;95.56;94.6;95.35;94.81;;19.7;1020;0;19.54;
08.10.21 07:57:28;12493.37;97.78;97.13;92.96;93.39;95.21;100.79;96.53;96.15;94.64;94.41;95.74;97.95;97.75;95.55;94.2;99.21;96.58;94.9;98.89;93.7;95.56;94.6;95.35;94.96;;19.7;1020;0;19.52;
08.10.21 08:27:33;12523.45;97.46;96.97;92.96;93.39;95.36;100.79;96.37;95.99;94.64;94.41;95.9;97.95;97.43;95.55;94.2;99.21;96.58;94.9;98.57;93.55;95.41;94.6;95.35;94.81;;19.7;1020;0;19.52;
08.10.21 08:57:38;12553.53;97.46;96.97;92.96;93.24;95.21;100.95;96.53;95.99;94.64;94.11;95.58;97.95;97.75;95.55;94.2;99.06;96.58;94.75;98.57;93.55;95.41;94.45;95.2;94.81;;19.7;1020;0;19.5;
08.10.21 09:27:44;12583.63;97.31;96.97;92.81;93.24;95.36;100.63;96.06;96.15;94.64;94.41;95.9;98.1;97.43;95.39;94.2;99.06;96.58;94.75;98.57;93.4;95.41;94.45;95.35;94.81;;19.7;1020;0;19.49;
08.10.21 09:57:48;12613.7;97.46;96.81;92.81;93.24;95.05;100.63;96.22;95.68;94.33;94.11;95.58;97.79;97.59;95.39;93.88;98.9;96.43;94.75;98.57;93.4;95.26;94.3;95.2;94.81;;19.7;1020;0;19.56;
08.10.21 10:27:53;12643.78;97.15;96.81;92.81;93.24;95.21;100.79;96.22;95.99;94.49;94.11;95.58;98.1;97.43;95.39;94.04;99.06;96.43;94.75;98.41;93.55;95.41;94.45;95.35;94.66;;19.7;1020;0;19.43;
