Measurement Name :;Meas-829;;Generated On :;18/10/2021, 15:01:24;;;Calibration details for Oxygen;;;Report :;"@m05:IDENTIFICATION
Serial number     : SEBX0008000829      
MUX channel       : ON - 05

PARAMETERS
Sig LED current   : 040
Ref LED current   : 050
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m05:RDY

";;Other Report :;"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
";;;;;;;;;;;;;;;;;
29.09.21 21:15:10;331.07;93.96;91.95;92.02;95.46;97.36;101.97;94.52;92.2;92.37;88.24;91.75;103.66;108.48;111.28;118.97;118.16;102.97;106.72;104.55;103.74;97.93;96.27;97.17;96.11;;19.7;1020;0;19.45;
29.09.21 21:45:15;361.15;93.81;92.4;92.02;95.31;97.21;101.82;94.67;92.2;92.37;88.39;91.75;103.66;108.48;111.11;118.97;117.99;102.97;106.56;104.39;103.74;97.93;96.27;97.33;96.11;;19.7;1020;0;19.41;
29.09.21 22:15:21;391.25;93.81;92.4;92.02;95.31;97.05;101.82;94.52;92.05;92.37;88.24;91.44;103.66;108.32;111.28;118.8;118.16;102.97;106.4;104.08;103.74;97.93;96.27;97.01;95.96;;19.7;1020;0;19.45;
29.09.21 22:45:27;421.35;93.96;92.4;91.87;95.31;97.05;101.67;94.52;92.05;92.37;88.24;91.44;103.82;108.48;111.28;118.8;117.99;102.97;106.56;104.24;103.74;97.93;96.27;97.01;96.11;;19.7;1020;0;19.41;
29.09.21 23:15:32;451.43;93.81;92.25;92.02;95.31;97.21;101.52;94.52;92.05;92.37;88.24;91.29;103.5;108.32;111.11;118.63;118.16;102.82;106.72;104.24;103.58;97.93;96.27;97.01;95.8;;19.7;1020;0;19.43;
29.09.21 23:45:38;481.53;93.96;92.4;91.87;95.46;97.05;101.52;94.67;92.05;92.21;88.24;91.14;103.82;108.48;111.28;118.8;118.32;102.82;106.4;104.24;103.74;97.93;96.27;97.17;96.11;;19.7;1020;0;19.45;
30.09.21 00:15:44;511.63;93.81;92.4;91.87;95.31;97.21;101.36;94.52;92.05;92.37;88.24;91.14;103.5;108.32;111.11;118.8;118.32;102.82;106.56;104.24;103.74;98.09;96.27;97.01;95.96;;19.7;1020;0;19.41;
30.09.21 00:45:51;541.75;93.81;92.4;92.02;95.31;97.05;101.36;94.67;91.9;92.37;88.39;91.14;103.82;108.63;111.28;118.63;118.49;102.82;106.08;104.24;103.74;97.93;96.12;97.01;95.96;;19.7;1020;0;19.45;
30.09.21 01:15:55;571.82;93.96;92.55;92.16;95.62;97.21;101.36;94.67;91.9;92.52;88.39;91.14;103.5;108.63;111.44;118.97;118.65;102.97;106.56;104.39;103.74;97.93;96.42;97.17;96.27;;19.7;1020;0;19.41;
30.09.21 01:46:01;601.92;93.96;91.95;92.02;95.62;97.21;101.06;94.52;91.9;92.37;88.24;90.83;103.66;108.48;111.28;118.8;118.65;102.97;105.92;104.24;103.9;98.24;96.42;97.01;96.27;;19.7;1020;0;19.45;
30.09.21 02:16:06;632;93.96;92.4;92.02;95.62;97.21;101.06;94.52;91.9;92.37;88.24;90.68;103.34;108.48;111.44;118.63;118.49;102.82;106.4;104.24;103.74;98.09;96.42;97.17;96.11;;19.7;1020;0;19.41;
30.09.21 02:46:12;662.1;93.96;92.25;92.02;95.46;97.21;100.76;94.67;91.75;92.21;88.09;90.52;103.34;108.48;111.11;118.63;118.49;102.66;106.56;104.08;103.58;98.09;96.42;97.01;96.11;;19.7;1020;0;19.45;
30.09.21 03:16:18;692.2;93.96;92.25;92.02;95.46;97.05;100.76;94.67;91.75;92.21;88.24;90.68;103.34;108.48;111.28;118.63;118.65;102.66;106.4;103.92;103.74;98.09;96.27;96.86;95.96;;19.7;1020;0;19.41;
30.09.21 03:46:24;722.3;93.81;92.25;91.87;95.46;96.9;100.61;94.52;91.6;92.05;88.09;90.06;103.18;108.32;111.28;118.3;118.49;102.35;106.24;103.92;103.43;97.93;96.27;97.01;95.96;;19.7;1020;0;19.44;
30.09.21 04:16:30;752.4;93.96;92.4;92.16;95.46;97.21;100.76;94.52;91.75;92.05;88.09;90.06;103.18;108.63;111.28;118.63;118.49;102.5;106.4;104.08;103.43;97.93;96.27;96.86;96.11;;19.7;1020;0;19.45;
30.09.21 04:46:34;782.47;93.96;92.55;92.16;95.77;97.05;100.45;94.67;91.75;92.05;88.09;89.91;103.02;108.48;111.28;118.63;118.65;102.66;105.75;104.08;103.43;98.09;96.27;97.01;96.11;;19.7;1020;0;19.44;
30.09.21 05:16:40;812.57;93.81;92.25;92.02;95.62;97.05;100.15;94.52;91.75;91.74;87.94;89.76;102.7;108.48;111.28;118.47;118.49;102.35;105.75;103.92;103.43;97.93;96.27;96.86;95.96;;19.7;1020;0;19.44;
30.09.21 05:46:46;842.67;93.81;92.25;91.87;95.46;96.9;100;94.36;91.6;91.58;87.79;89.45;102.7;108.48;111.11;118.3;118.49;102.19;105.59;103.76;103.27;97.93;96.42;96.86;95.96;;19.7;1020;0;19.43;
30.09.21 06:16:51;872.75;93.96;92.4;92.02;95.62;96.9;100.15;94.52;91.6;91.42;87.94;89.3;102.7;108.63;111.28;118.47;118.49;102.35;105.92;103.92;103.27;97.93;96.27;96.86;95.96;;19.7;1020;0;19.48;
30.09.21 06:46:57;902.85;93.96;91.95;91.87;95.46;96.59;99.55;94.36;91.44;91.27;87.64;88.84;102.38;108.48;110.95;118.3;118.49;102.19;105.59;103.6;103.11;97.77;96.27;96.86;95.8;;19.7;1020;0;19.41;
30.09.21 07:17:02;932.93;93.81;91.8;92.02;95.62;96.74;99.7;94.21;91.6;91.11;87.49;88.84;101.91;108.32;111.11;118.13;118.49;102.19;105.92;103.6;103.11;97.93;96.27;96.7;95.8;;19.7;1020;0;19.44;
30.09.21 07:47:08;963.03;93.81;91.8;92.02;95.46;96.74;99.4;94.21;91.44;90.95;87.34;88.69;101.91;108.48;111.11;118.3;118.49;102.19;105.92;103.45;102.96;97.61;96.27;96.86;95.96;;19.7;1020;0;19.43;
30.09.21 08:17:12;993.1;93.81;91.95;92.02;95.46;96.59;99.24;94.21;91.44;90.8;87.34;88.23;101.59;108.32;110.95;118.3;118.49;102.03;105.92;103.45;102.96;97.77;96.27;96.86;95.8;;19.7;1020;0;19.45;
30.09.21 08:47:18;1023.2;93.96;91.95;92.02;95.62;96.59;99.09;94.21;91.44;90.95;87.34;88.08;101.59;108.48;111.11;118.13;118.49;102.03;105.92;103.6;102.96;97.61;96.12;96.86;95.8;;19.7;1020;0;19.43;
30.09.21 09:17:23;1053.28;93.81;92.55;91.72;95.46;96.28;99.09;93.9;91.14;90.48;87.04;87.78;101.27;108.16;110.79;117.96;118.16;101.72;105.75;103.29;102.65;97.61;96.27;96.7;95.8;;19.7;1020;0;19.44;
30.09.21 09:47:29;1083.38;93.96;92.25;91.87;95.46;96.28;98.94;94.05;91.14;90.48;86.89;87.47;101.11;108.32;110.95;117.96;118.32;101.72;105.75;103.29;102.65;97.45;96.12;96.7;95.8;;19.7;1020;0;19.46;
30.09.21 10:17:34;1113.47;93.81;91.95;91.72;95.46;96.28;98.79;93.74;91.14;90.17;86.74;87.32;100.79;108.32;110.79;117.96;118.32;101.56;105.75;103.13;102.49;97.77;96.12;96.7;95.8;;19.7;1020;0;19.44;
30.09.21 10:47:41;1143.58;93.96;91.95;92.16;95.62;96.28;98.79;93.74;90.99;90.17;86.74;87.47;100.79;108.32;110.95;117.96;118.32;101.25;105.59;103.13;102.33;97.61;96.27;96.7;95.8;;19.7;1020;0;19.46;
30.09.21 11:17:46;1173.67;93.96;92.25;92.31;95.77;96.28;98.64;94.05;90.84;90.33;86.89;87.17;100.79;108.63;110.95;118.13;118.49;102.35;105.75;103.29;102.49;97.77;96.42;96.86;95.96;;19.7;1020;0;19.45;
30.09.21 11:47:51;1203.75;93.96;92.25;92.16;95.62;95.97;98.34;93.43;90.54;90.01;86.44;86.86;100.16;108.95;110.62;117.8;118.16;102.35;105.75;103.13;102.18;97.61;96.12;96.54;95.65;;19.7;1020;0;19.44;
30.09.21 12:17:57;1233.85;93.96;92.25;92.16;95.46;95.66;98.19;93.43;90.69;89.86;86.14;86.41;100.16;108.79;110.62;117.8;118.32;102.35;105.43;102.97;102.02;97.45;95.96;96.54;95.65;;19.7;1020;0;19.46;
30.09.21 12:48:01;1263.92;93.81;92.1;92.02;95.46;95.66;97.89;93.28;90.24;89.7;85.99;86.26;99.68;108.79;110.46;117.63;117.99;102.19;105.27;102.97;102.02;97.45;95.96;96.54;95.49;;19.7;1020;0;19.41;
30.09.21 13:18:07;1294.02;93.81;91.8;92.02;95.62;95.35;97.59;93.12;90.09;89.23;85.55;85.96;99.68;108.79;110.13;117.46;117.99;102.03;105.43;102.82;101.87;97.45;95.96;96.54;95.49;;19.7;1020;0;19.45;
30.09.21 13:48:12;1324.1;93.96;92.4;92.02;95.77;95.51;97.74;93.28;90.24;89.39;85.7;85.96;99.53;108.95;109.64;117.46;117.99;102.19;105.43;102.97;101.87;97.61;96.12;96.39;95.65;;19.7;1020;0;19.44;
30.09.21 14:18:17;1354.18;93.81;92.1;92.02;95.46;95.2;97.29;92.81;89.79;89.08;85.25;85.5;99.05;108.63;109.32;117.3;117.66;101.88;105.11;102.66;101.55;97.29;95.81;96.39;95.18;;19.7;1020;0;19.41;
30.09.21 14:48:22;1384.27;93.81;92.1;92.02;95.62;95.05;97.29;92.81;89.94;89.08;85.1;85.2;99.05;108.79;109.15;117.13;117.66;101.88;105.27;102.66;101.71;97.13;95.96;96.39;95.49;;19.7;1020;0;19.44;
30.09.21 15:18:28;1414.37;93.96;92.1;92.02;95.46;94.89;96.99;92.66;89.64;88.92;84.8;85.05;98.74;108.48;109.15;117.13;117.66;101.88;105.27;102.66;101.71;97.29;95.96;96.39;95.34;;19.7;1020;0;19.44;
30.09.21 15:48:33;1444.45;93.96;92.55;92.02;95.62;94.74;96.84;92.5;89.49;88.76;84.65;84.6;98.58;108.32;108.99;116.96;117.49;101.88;105.11;102.5;101.55;97.29;95.81;96.39;95.34;;19.7;1020;0;19.45;
30.09.21 16:18:38;1474.53;93.96;92.1;92.02;95.62;94.74;96.69;92.35;89.34;88.45;84.51;84.45;98.26;108.16;108.83;116.96;117.32;101.56;104.95;102.19;101.71;97.13;95.81;96.39;95.34;;19.7;1020;0;19.41;
30.09.21 16:48:43;1504.62;93.81;92.1;91.72;95.46;94.43;96.39;92.04;89.04;88.3;84.21;84.14;97.95;108;108.67;116.63;116.99;101.41;104.79;102.19;101.4;97.13;95.65;96.08;95.18;;19.7;1020;0;19.48;
30.09.21 17:18:48;1534.7;93.96;92.25;91.87;95.62;94.43;96.24;92.2;88.89;88.14;84.21;83.99;97.95;108;108.5;116.63;117.16;101.41;104.95;102.35;101.55;96.97;95.81;96.39;95.34;;19.7;1020;0;19.43;
30.09.21 17:48:54;1564.8;94.11;92.1;92.02;95.93;94.28;96.24;92.04;88.74;87.99;83.91;83.84;97.63;108;108.34;116.63;117.16;101.56;104.95;102.35;101.24;96.97;95.96;96.39;95.34;;19.7;1020;0;19.48;
30.09.21 18:18:59;1594.88;93.66;91.95;91.87;95.46;93.82;95.49;91.58;88.44;87.52;83.32;83.24;97.16;107.52;108.02;116.29;116.83;101.09;104.63;101.88;101.24;96.81;95.65;96.08;95.03;;19.7;1020;0;19.41;
30.09.21 18:49:04;1624.97;93.96;92.1;92.02;95.62;93.97;95.64;91.73;88.44;87.68;83.17;83.09;97.16;107.84;108.18;116.29;116.83;101.56;104.63;102.19;101.24;97.13;95.65;96.23;95.18;;19.7;1020;0;19.45;
30.09.21 19:19:10;1655.07;93.81;92.1;91.87;95.62;93.51;95.34;91.27;88.14;87.36;82.88;82.94;96.85;107.52;108.02;116.13;116.66;101.25;104.47;102.03;101.09;96.97;95.65;96.23;95.03;;19.7;1020;0;19.43;
30.09.21 19:49:16;1685.17;93.96;92.25;92.02;95.77;93.36;95.2;91.42;87.99;87.21;82.58;82.64;96.53;107.37;107.86;116.13;116.66;101.09;104.47;101.88;100.93;96.81;95.65;96.08;94.88;;19.7;1020;0;19.45;
30.09.21 20:19:24;1715.3;93.96;92.25;92.02;95.77;93.36;95.2;91.27;87.99;87.05;82.43;82.64;96.38;107.52;108.02;116.13;116.66;101.41;104.79;102.03;101.09;96.97;95.65;96.23;95.18;;19.7;1020;0;19.43;
30.09.21 20:49:32;1745.43;93.96;92.25;91.87;95.62;93.05;95.05;90.96;87.84;86.74;82.14;82.19;96.22;107.21;107.86;115.96;116.5;101.25;104.31;101.72;100.78;96.66;95.5;96.08;95.03;;19.7;1020;0;19.44;
30.09.21 21:19:40;1775.57;93.96;92.1;92.02;95.77;92.9;94.75;90.96;87.54;86.59;81.84;81.89;96.06;107.21;107.86;115.79;116.33;101.09;104.31;101.88;100.78;96.66;95.5;95.92;94.88;;19.7;1020;0;19.43;
30.09.21 21:49:47;1805.68;94.11;92.4;92.16;95.93;92.9;94.6;90.81;87.4;86.59;81.55;81.6;95.91;107.37;107.86;115.96;116.66;101.25;104.47;101.88;100.78;96.81;95.65;96.08;95.03;;19.7;1020;0;19.45;
30.09.21 22:19:55;1835.82;94.11;92.25;92.16;95.93;92.75;94.45;90.66;87.1;86.43;81.25;81.3;95.59;107.21;107.69;115.79;116.33;101.25;104.31;101.56;100.47;96.66;95.5;95.92;94.88;;19.7;1020;0;19.46;
30.09.21 22:50:01;1865.92;93.96;92.1;92.02;95.62;92.29;94.15;90.35;86.8;86.13;80.96;81;95.28;107.05;107.53;115.63;116.17;101.09;104.31;101.56;100.47;96.66;95.5;95.92;94.88;;19.7;1020;0;19.43;
30.09.21 23:20:09;1896.05;94.11;92.25;92.16;95.93;92.29;94;90.19;86.8;86.13;80.96;80.85;95.28;107.05;107.69;115.79;116.33;101.09;104.31;101.56;100.47;96.81;95.5;95.92;94.88;;19.7;1020;0;19.45;
30.09.21 23:50:15;1926.15;94.11;92.25;92.16;95.93;92.29;94;90.19;86.65;85.82;80.52;80.4;94.97;107.05;107.53;115.79;116.5;101.09;104.15;101.56;100.47;96.66;95.34;96.08;94.72;;19.7;1020;0;19.44;
01.10.21 00:20:20;1956.23;94.11;92.25;92.02;95.77;91.83;93.71;90.04;86.35;85.51;80.37;80.11;94.66;106.89;107.37;115.46;116.33;101.09;104.15;101.25;100.31;96.5;95.5;95.92;94.72;;19.7;1020;0;19.45;
01.10.21 00:50:25;1986.32;94.11;92.25;92.16;95.77;91.68;93.41;89.89;86.06;85.35;80.08;79.96;94.5;106.89;107.37;115.46;116;101.09;103.83;101.25;100.47;96.5;95.34;95.76;94.72;;19.7;1020;0;19.45;
01.10.21 01:20:30;2016.4;93.96;92.4;92.31;95.93;91.83;93.26;89.73;86.06;85.2;79.79;79.81;94.19;107.05;107.53;115.79;116.17;101.09;103.99;101.09;100.31;96.66;95.34;95.92;94.72;;19.7;1020;0;19.44;
01.10.21 01:50:36;2046.5;94.11;92.25;92.31;95.93;91.53;93.11;89.58;85.76;85.04;79.64;79.66;94.03;106.89;107.37;115.46;116.17;101.09;103.99;101.09;100.31;96.5;95.34;95.92;94.72;;19.7;1020;0;19.48;
01.10.21 02:20:42;2076.6;93.81;92.4;92.16;95.62;91.07;92.67;89.28;85.31;84.58;79.2;79.21;93.72;106.57;107.21;115.29;116;100.78;103.67;100.94;100.16;96.34;95.19;95.76;94.57;;19.7;1020;0;19.44;
01.10.21 02:50:49;2106.72;93.96;92.4;92.16;95.93;91.07;92.67;89.28;85.17;84.58;78.91;79.07;93.57;106.73;107.37;115.46;116.17;100.78;103.83;100.78;100.16;96.5;95.34;95.76;94.57;;19.7;1020;0;19.48;
01.10.21 03:20:54;2136.8;94.11;92.7;92.31;95.93;90.92;92.52;89.12;85.17;84.43;78.91;78.92;93.41;106.57;107.37;115.46;116.17;100.78;103.83;100.78;100.16;96.5;95.34;95.92;94.72;;19.7;1020;0;19.44;
01.10.21 03:51:00;2166.9;93.96;92.4;92.02;95.77;90.62;92.23;88.66;84.72;84.12;78.47;78.62;93.1;106.73;107.21;114.96;115.83;100.78;103.67;100.62;99.84;96.34;95.04;95.76;94.57;;19.7;1020;0;19.44;
01.10.21 04:21:06;2197;93.96;92.55;92.16;95.77;90.32;92.08;88.66;84.57;83.81;78.03;78.18;92.79;106.57;107.05;115.29;116;100.62;103.51;100.62;99.84;96.18;95.04;95.76;94.57;;19.7;1020;0;19.44;
01.10.21 04:51:10;2227.07;93.96;92.55;92.02;95.93;90.32;91.78;88.51;84.43;83.66;77.89;78.03;92.63;106.57;106.88;115.13;116;100.47;103.51;100.47;100;96.34;95.04;95.61;94.41;;19.7;1020;0;19.43;
01.10.21 05:21:15;2257.15;94.26;92.7;92.31;95.93;90.16;91.78;88.51;84.13;83.51;77.74;77.88;92.32;106.57;107.05;115.13;116;100.47;103.51;100.47;100;96.34;95.19;95.61;94.41;;19.7;1020;0;19.48;
01.10.21 05:51:10;2287.07;94.11;92.7;92.16;95.93;90.01;91.49;88.21;84.13;83.2;77.74;77.44;92.17;106.42;106.88;115.13;115.83;100.31;103.67;100.31;99.84;96.18;95.04;95.61;94.41;;19.7;1020;0;19.43;
01.10.21 06:21:24;2317.3;93.96;92.25;92.02;95.77;89.71;91.34;88.05;83.84;82.89;77.3;77.14;91.86;106.26;106.88;114.8;115.67;100.31;103.51;100.31;99.84;96.18;94.88;95.61;94.26;;19.7;1020;0;19.45;
01.10.21 06:50:27;2346.35;93.96;92.7;92.16;95.93;89.56;91.05;87.9;83.69;82.89;77.16;77;91.7;106.26;106.72;114.96;115.67;100.31;103.35;100.16;99.54;96.02;95.04;95.61;94.11;;19.7;1020;0;19.43;
01.10.21 07:27:05;2382.98;93.96;92.4;92.16;95.77;89.41;90.9;87.6;83.25;82.59;76.43;76.7;91.4;106.1;106.72;114.8;115.5;100.31;103.35;99.84;99.54;95.86;94.88;95.61;94.26;;19.7;1020;0;19.44;
01.10.21 07:57:10;2413.07;93.96;92.55;92.31;95.77;89.26;90.75;87.6;83.25;82.43;76.58;76.55;91.24;106.1;106.72;114.63;115.67;100.31;103.19;100;99.69;96.02;95.04;95.45;94.26;;19.7;1020;0;19.44;
01.10.21 08:27:16;2443.17;93.96;92.55;92.16;95.77;88.95;90.46;87.44;82.95;82.13;76.29;76.26;90.93;105.94;106.72;114.63;115.5;100.16;103.19;99.84;99.54;95.71;94.73;95.45;94.11;;19.7;1020;0;19.44;
01.10.21 08:57:22;2473.27;94.11;92.55;92.02;95.93;88.95;90.46;87.29;82.95;81.97;76.29;75.97;90.93;106.1;106.72;114.46;115.5;100.16;103.19;99.84;99.69;95.86;94.88;95.61;94.26;;19.7;1020;0;19.44;
01.10.21 09:27:28;2503.37;94.11;92.7;92.02;95.77;88.8;90.31;86.99;82.66;81.67;75.85;75.82;90.62;105.94;106.4;114.46;115.5;100.16;102.87;99.69;99.38;95.86;95.04;95.45;94.26;;19.7;1020;0;19.44;
01.10.21 09:57:34;2533.47;93.96;92.7;92.16;95.93;88.65;90.17;86.99;82.66;81.52;75.71;75.52;90.47;105.94;106.56;114.3;115.34;100;102.87;99.53;99.38;95.86;95.04;95.45;94.26;;19.7;1020;0;19.44;
01.10.21 10:27:39;2563.55;93.96;92.7;92.16;95.77;88.5;89.72;86.68;82.36;81.36;75.42;75.38;90.16;105.94;106.4;114.3;115.34;100;103.03;99.38;99.54;95.71;94.88;95.3;94.26;;19.7;1020;0;19.43;
01.10.21 10:57:44;2593.63;94.11;92.7;92.31;95.93;88.5;89.72;86.68;82.22;81.06;75.27;75.08;90.16;105.94;106.4;114.3;115.5;100;103.03;99.38;99.38;95.86;94.88;95.3;94.11;;19.7;1020;0;19.45;
01.10.21 11:27:49;2623.72;93.96;92.55;92.16;95.77;88.2;89.43;86.53;81.92;80.91;74.99;74.94;89.85;105.78;106.4;114.13;115.5;99.84;102.87;99.38;99.23;95.71;94.88;95.3;93.95;;19.7;1020;0;19.44;
01.10.21 11:57:55;2653.82;94.11;92.7;92.31;95.62;88.05;89.43;86.38;81.92;80.91;74.7;74.5;89.55;105.78;106.24;114.13;115.34;100;102.87;99.07;99.23;95.71;94.73;95.3;94.11;;19.7;1020;0;19.45;
01.10.21 12:28:02;2683.93;93.96;92.55;92.02;95.77;87.9;88.99;86.23;81.63;80.6;74.41;74.21;89.39;105.47;106.24;113.97;115.17;99.69;102.55;99.07;98.92;95.71;94.73;95.14;93.95;;19.7;1020;0;19.44;
01.10.21 12:58:07;2714.02;94.11;92.7;92.31;95.93;87.9;89.14;86.08;81.48;80.45;74.41;74.35;89.24;105.78;106.24;114.13;115.34;99.69;102.71;99.22;99.07;95.71;94.88;95.14;94.11;;19.7;1020;0;19.44;
01.10.21 13:28:13;2744.12;94.11;92.55;92.16;95.93;87.75;88.85;86.08;81.34;80.3;73.98;74.06;88.93;105.47;106.24;114.13;115.34;99.84;102.71;99.07;99.23;95.71;95.04;95.45;94.11;;19.7;1020;0;19.41;
01.10.21 13:58:20;2774.23;93.96;92.7;92.16;95.77;87.45;88.7;85.77;81.04;79.99;73.83;73.91;88.78;105.47;105.92;113.8;115.01;99.53;102.39;98.76;98.92;95.55;94.57;95.14;93.8;;19.7;1020;0;19.44;
01.10.21 14:28:26;2804.33;94.11;92.7;92.31;96.09;87.3;88.55;85.77;81.04;79.84;73.54;73.77;88.62;105.47;106.08;113.97;115.34;99.84;102.71;98.91;99.07;95.55;94.88;95.45;94.11;;19.7;1020;0;19.43;
01.10.21 14:58:31;2834.42;94.11;92.7;92.16;95.93;87;88.26;85.62;80.75;79.69;73.4;73.33;88.47;105.31;105.92;113.8;115.34;99.69;102.39;98.76;98.76;95.55;94.57;95.14;93.95;;19.7;1020;0;19.46;
01.10.21 15:28:36;2864.5;94.11;92.7;92.31;96.09;87;88.12;85.62;80.75;79.54;73.11;73.48;88.32;105.47;106.08;113.8;115.34;99.53;102.55;98.76;99.07;95.55;94.88;95.3;93.95;;19.7;1020;0;19.43;
01.10.21 15:58:40;2894.57;94.11;92.7;92.16;96.09;86.7;87.97;85.32;80.46;79.54;72.97;73.04;88.01;105.31;105.92;113.47;115.34;99.69;102.55;98.44;98.76;95.39;94.73;95.3;93.95;;19.7;1020;0;19.44;
