17/02/2021/12:08 SW ver:OXY10v3_33
Header Ch-2
Description: F1 FR
IDENTIFICATION
PHIboard number   : v1214376
PM number         : 00000000
Serial number     : OXY-10-09-035       
MUX channel       : ON - 02

PARAMETERS
Signal LED current: 050
Ref LED current   : 077
Ref LED amplitude : 89169
Frequency         : 006
Sending interval  : 0001
Averaging         : 7
Internal temp     : 20.0 C

SYSTEM SETTINGS
APL function      : ON
Temp compensation : OFF
Analog out        : OFF
RS232 echo        : OFF
Oxygen unit       : %a.s.

CALIBRATION
Sensor type       : 2
0%a.s.phase 1     : 60.62 at 020.0°C amp 142800
100.00%a.s.phase 2: 27.68 at 020.0°C amp 065700
Date   (ddmmyy)   : 140217
Pressure (mBar)   : 1013

FIRMWARE
Code 3.016 (IAP)  : 08/20/04, 09:50:56
Xilinx built      : 01/05/04 (MM/DD/YY)

Pressure [hPa]: 1013
Date/dd:mm:yy;Time/hh:mm:ss;Logtime/min;Oxy/mg/l;Phase/°;Amp;Temp/°C
17/02/2021;12:31:45;23,09;9,709;26,940;5481,000;20,000
17/02/2021;12:32:01;23,34;9,688;26,960;5474,000;20,000
17/02/2021;12:32:16;23,59;9,610;27,040;5476,000;20,000
17/02/2021;12:32:31;23,84;9,742;26,900;5477,000;20,000
17/02/2021;12:32:46;24,09;9,636;27,020;5479,000;20,000
17/02/2021;12:33:00;24,34;9,540;27,120;5460,000;20,000
17/02/2021;12:33:16;24,59;9,683;26,970;5467,000;20,000
17/02/2021;12:33:31;24,84;9,659;26,990;5473,000;20,000
17/02/2021;12:33:46;25,09;9,525;27,140;5470,000;20,000
17/02/2021;12:34:00;25,34;9,607;27,050;5465,000;20,000
17/02/2021;12:34:16;25,59;9,563;27,100;5481,000;20,000
17/02/2021;12:34:31;25,84;9,749;26,890;5474,000;20,000
17/02/2021;12:34:45;26,09;9,793;26,850;5465,000;20,000
17/02/2021;12:35:01;26,34;9,600;27,060;5459,000;20,000
17/02/2021;12:35:16;26,59;9,531;27,130;5465,000;20,000
17/02/2021;12:35:31;26,84;9,696;26,950;5471,000;20,000
17/02/2021;12:35:46;27,09;9,619;27,030;5466,000;20,000
17/02/2021;12:36:01;27,34;9,694;26,950;5461,000;20,000
17/02/2021;12:36:15;27,59;9,661;26,990;5464,000;20,000
17/02/2021;12:36:31;27,84;9,726;26,920;5460,000;20,000
