17/02/2021/12:08 SW ver:OXY10v3_33
Header Ch-1
Description: BLANC F1 FR
IDENTIFICATION
PHIboard number   : v1214375
PM number         : 00000000
Serial number     : OXY-10-09-035       
MUX channel       : ON - 01

PARAMETERS
Signal LED current: 050
Ref LED current   : 067
Ref LED amplitude : 90777
Frequency         : 006
Sending interval  : 0001
Averaging         : 9
Internal temp     : 20.0 C

SYSTEM SETTINGS
APL function      : ON
Temp compensation : OFF
Analog out        : OFF
RS232 echo        : OFF
Oxygen unit       : %a.s.

CALIBRATION
Sensor type       : 2
0%a.s.phase 1     : 60.62 at 020.0°C amp 133000
100.00%a.s.phase 2: 27.68 at 020.0°C amp 058500
Date   (ddmmyy)   : 140217
Pressure (mBar)   : 1013

FIRMWARE
Code 3.016 (IAP)  : 08/20/04, 09:50:56
Xilinx built      : 01/05/04 (MM/DD/YY)

Pressure [hPa]: 1013
Date/dd:mm:yy;Time/hh:mm:ss;Logtime/min;Oxy/mg/l;Phase/°;Amp;Temp/°C
17/02/2021;12:28:00;19,34;9,569;27,090;3749,000;20,000
17/02/2021;12:28:15;19,59;9,343;27,340;3759,000;20,000
17/02/2021;12:28:30;19,84;9,552;27,110;3754,000;20,000
17/02/2021;12:28:44;20,09;9,362;27,320;3754,000;20,000
17/02/2021;12:29:00;20,34;9,502;27,160;3760,000;20,000
17/02/2021;12:29:14;20,59;9,459;27,210;3767,000;20,000
17/02/2021;12:29:30;20,84;9,479;27,190;3754,000;20,000
17/02/2021;12:29:45;21,09;9,489;27,180;3765,000;20,000
17/02/2021;12:30:00;21,34;9,514;27,150;3759,000;20,000
17/02/2021;12:30:15;21,59;9,460;27,210;3756,000;20,000
17/02/2021;12:30:29;21,84;9,404;27,270;3761,000;20,000
17/02/2021;12:30:44;22,09;9,402;27,280;3756,000;20,000
17/02/2021;12:31:00;22,34;9,338;27,350;3759,000;20,000
17/02/2021;12:31:15;22,59;9,371;27,310;3761,000;20,000
17/02/2021;12:31:30;22,84;9,477;27,190;3770,000;20,000
17/02/2021;12:31:44;23,09;9,395;27,280;3763,000;20,000
17/02/2021;12:32:00;23,34;9,369;27,310;3764,000;20,000
17/02/2021;12:32:15;23,59;9,456;27,220;3757,000;20,000
17/02/2021;12:32:30;23,84;9,501;27,170;3761,000;20,000
17/02/2021;12:32:45;24,09;9,559;27,100;3764,000;20,000
17/02/2021;12:33:00;24,34;9,740;26,900;3765,000;20,000
17/02/2021;12:33:15;24,59;9,425;27,250;3761,000;20,000
17/02/2021;12:33:30;24,84;9,375;27,310;3755,000;20,000
17/02/2021;12:33:45;25,09;9,434;27,240;3751,000;20,000
17/02/2021;12:34:00;25,34;9,337;27,350;3764,000;20,000
17/02/2021;12:34:15;25,59;9,545;27,120;3751,000;20,000
17/02/2021;12:34:30;25,84;9,339;27,350;3755,000;20,000
17/02/2021;12:34:45;26,09;9,472;27,200;3741,000;20,000
17/02/2021;12:35:00;26,34;9,389;27,290;3764,000;20,000
17/02/2021;12:35:15;26,59;9,378;27,300;3761,000;20,000
17/02/2021;12:35:30;26,84;9,394;27,290;3758,000;20,000
17/02/2021;12:35:45;27,09;9,405;27,270;3750,000;20,000
17/02/2021;12:36:00;27,34;9,502;27,160;3747,000;20,000
17/02/2021;12:36:14;27,59;9,299;27,390;3756,000;20,000
17/02/2021;12:36:30;27,84;9,435;27,240;3746,000;20,000
17/02/2021;12:36:45;28,09;9,540;27,120;3756,000;20,000
